Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0R8882CViJqbmcQ;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S2696:  ""Make the enclosing method static or remove this set.""";CRITICAL;20;2023-10-21;2023-10-21;10;"startLine: 67;startOffset: 8;endOffset: 14;endLine: 67";Maintenance (Code Smells);f602547
AYqiD0R8882CViJqbmcR;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S2696:  ""Make the enclosing method static or remove this set.""";CRITICAL;20;2023-10-21;2023-10-21;10;"startLine: 68;startOffset: 8;endOffset: 19;endLine: 68";Maintenance (Code Smells);56ab5a9
AYqiD0R8882CViJqbmcS;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S2696:  ""Make the enclosing method static or remove this set.""";CRITICAL;20;2023-10-21;2023-10-21;6;"startLine: 69;startOffset: 8;endOffset: 29;endLine: 69";Maintenance (Code Smells);04a979d
AYqiD0R8882CViJqbmcT;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S1989:  ""Handle the following exceptions that could be thrown by execute: ServletException IOException.""";MINOR;20;2023-10-21;2023-10-21;10;"startLine: 81;startOffset: 8;endOffset: 15;endLine: 81";Security (Vulnerabilities);cbc5638
AYqiD0R8882CViJqbmcU;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S1989:  ""Handle the following exceptions that could be thrown by execute: ServletException IOException.""";MINOR;20;2023-10-21;2023-10-21;10;"startLine: 86;startOffset: 8;endOffset: 15;endLine: 86";Security (Vulnerabilities);587c361
AYqiD0R8882CViJqbmcV;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S1130:  ""Remove the declaration of thrown exception 'javax.servlet.ServletException' as it cannot be thrown from method's body.""";MINOR;5;2023-10-21;2023-10-21;5;"startLine: 90;startOffset: 15;endOffset: 31;endLine: 90";Maintenance (Code Smells);54fe72b
AYqiD0R8882CViJqbmcO;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-21;2023-10-21;8;"startLine: 121;startOffset: 26;endOffset: 42;endLine: 121";Maintenance (Code Smells);d6f2888
AYqiD0R8882CViJqbmcW;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S1135:  ""Complete the task associated to this TODO comment.""";INFO;0;2023-10-21;2023-10-21;1;"startLine: 143;startOffset: 0;endOffset: 56;endLine: 143";Maintenance (Code Smells);2c21e77
AYqiD0R8882CViJqbmcX;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S2118:  ""Make the org.jboss.arquillian.container.test.spi.command.Command class Serializable or don't write it.""";MAJOR;15;2023-10-21;2023-10-21;10;"startLine: 183;startOffset: 35;endOffset: 58;endLine: 183";Reliability (Bugs);621e291
AYqiD0R8882CViJqbmcP;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/servlet/src/main/java/org/jboss/arquillian/protocol/servlet/runner/ServletTestRunner.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-21;2023-10-21;5;"startLine: 204;startOffset: 26;endOffset: 42;endLine: 204";Maintenance (Code Smells);5e37747
