Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0Pp882CViJqbmbg;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1124:  ""Reorder the modifiers to comply with the Java Language Specification.""";MINOR;2;2023/10/29;2023/10/29;1;"startLine: 37;startOffset: 14;endOffset: 21;endLine: 37";Maintenance (Code Smells);e700c15
AYqiD0Pp882CViJqbmbh;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1133:  ""Do not forget to remove this deprecated code someday.""";INFO;10;2023/10/29;2023/10/29;3;"startLine: 43;startOffset: 11;endOffset: 21;endLine: 43";Maintenance (Code Smells);8c10732
AYqiD0Pp882CViJqbmbi;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1123:  ""Add the missing @deprecated Javadoc tag.""";MAJOR;5;2023/10/29;2023/10/29;2;"startLine: 43;startOffset: 11;endOffset: 21;endLine: 43";Maintenance (Code Smells);aa32023
AYqiD0Pp882CViJqbmbj;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1133:  ""Do not forget to remove this deprecated code someday.""";INFO;10;2023/10/29;2023/10/29;0;"startLine: 54;startOffset: 11;endOffset: 21;endLine: 54";Maintenance (Code Smells);8c10732
AYqiD0Pp882CViJqbmbk;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1123:  ""Add the missing @deprecated Javadoc tag.""";MAJOR;5;2023/10/29;2023/10/29;1;"startLine: 54;startOffset: 11;endOffset: 21;endLine: 54";Maintenance (Code Smells);64399a3
AYqiD0Pp882CViJqbmbl;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1133:  ""Do not forget to remove this deprecated code someday.""";INFO;10;2023/10/29;2023/10/29;0;"startLine: 67;startOffset: 11;endOffset: 21;endLine: 67";Maintenance (Code Smells);8c10732
AYqiD0Pp882CViJqbmbm;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1123:  ""Add the missing @deprecated Javadoc tag.""";MAJOR;5;2023/10/29;2023/10/29;1;"startLine: 67;startOffset: 11;endOffset: 21;endLine: 67";Maintenance (Code Smells);71164fa
AYqiD0Pp882CViJqbmbn;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1133:  ""Do not forget to remove this deprecated code someday.""";INFO;10;2023/10/29;2023/10/29;0;"startLine: 82;startOffset: 11;endOffset: 21;endLine: 82";Maintenance (Code Smells);8c10732
AYqiD0Pp882CViJqbmbo;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1123:  ""Add the missing @deprecated Javadoc tag.""";MAJOR;5;2023/10/29;2023/10/29;1;"startLine: 82;startOffset: 11;endOffset: 21;endLine: 82";Maintenance (Code Smells);1c9aabe
AYqiD0Pp882CViJqbmbf;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestResult.java;"java:S1640:  ""Convert this Map to an EnumMap.""";MINOR;5;2023/10/29;2023/10/29;2;"startLine: 115;startOffset: 57;endOffset: 90;endLine: 115";Maintenance (Code Smells);cc8592d
